Gene names,Log2FC_M_WT_M_MUT,negLog10pVal_M_WT_M_MUT,q-value M_WT_M_MUT,Student's T-test Significant M_WT_M_MUT,Log2FC_F_WT_F_MUT,negLog10pVal_F_WT_F_MUT,q-value F_WT_F_MUT,Student's T-test Significant F_WT_F_MUT,Log2FC_M_WT_F_WT,negLog10pVal_M_WT_F_WT,q-value M_WT_F_WT,Student's T-test Significant M_WT_F_WT,Log2FC_M_MUT_F_MUT,negLog10pVal_M_MUT_F_MUT,q-value M_MUT_F_MUT,Student's T-test Significant M_MUT_F_MUT,2502261_M_WT_HIP_P21,2502262_M_WT_HIP_P21,2502263_M_WT_HIP_P21,2502265_M_WT_HIP_P21,2502273_F_WT_HIP_P21,2502266_F_WT_HIP_P21,2502126_F_WT_HIP_P21,2502129_F_WT_HIP_P21,2502235_F_MUT_HIP_P21,2502236_F_MUT_HIP_P21,2502237_F_MUT_HIP_P21,2502281_M_MUT_HIP_P21,2502238_F_MUT_HIP_P21,2502285_M_MUT_HIP_P21,2502283_M_MUT_HIP_P21,2502284_M_MUT_HIP_P21,iBAQ,Intensity,MS/MS count,Razor + unique peptides,Mol. weight [kDa],Q-value,Score,Protein IDs,Majority protein IDs,Protein names
Ahcy,"0,1247427464","1,607896985","0,6842611399",,"0,06884026527","1,249185754","0,7491141553",,"-0,01007795334","0,1471935614","0,9705490782",,"-0,06598043442","0,736912782","0,8045929919",,"3,650032997","3,668055534","3,609016418","3,6293993","3,644254684","3,608103752","3,713654518","3,630803108","3,623008728","3,596140862","3,562024117","3,604174614","3,540281296","3,480524063","3,42195797","3,550876617",22462000,1573600000,34,16,"47,688",0,"72,633",P50247;A2ALT5,P50247,Adenosylhomocysteinase
Hsdl1,"0,124635458","1,576279493","0,6855445135",,"0,041203022","0,2652367494","0,842305129",,"0,0231616497","0,1490113852","0,9226391042",,"-0,06027078629","0,5792825775","0,8306548223",,"0,6506757736","0,670539856","0,5043344498","0,5457420349","0,5744686127","0,69094944","0,5007352829","0,5124921799","0,6541099548","0,5100049973","0,4280452728","0,4528713226","0,5216732025","0,5104265213","0,4560289383","0,4534235001",892850,164730000,15,7,"36,867",0,"38,342",Q8BTX9;A0A1D5RLG0;A0A1D5RM62,Q8BTX9;A0A1D5RLG0,Inactive hydroxysteroid dehydrogenase-like protein 1
2210016L21Rik;Custos,"0,1245422363","0,4961877571","0,6935321528",,"0,01081085205","0,03074714436","0,9601681159",,"0,0902159214","0,3006510689","0,790731383",,"-0,02351546288","0,07749936358","0,9400728276",,"-2,501236916","-2,189367294","-2,533287048","-2,479870796","-2,605036736","-2,583644867","-2,649324417","-2,22661972","-2,312906265","-2,599075317","-2,608949661","-2,671452522","-2,586937904","-2,41734314","-2,713418007","-2,399717331",616750,7401000,1,1,"27,603","0,00023513","3,2159",A0A0R4J099;Q3UY34,A0A0R4J099;Q3UY34,Protein CUSTOS
Smchd1,"0,1238431931","0,6078263443","0,6943703704",,"0,1139233112","0,6658496868","0,718273224",,"-0,1558318138","0,913490695","0,7744783307",,"-0,1657516956","0,9064812721","0,7600300752",,"-1,6123209","-1,37887001","-1,633946419","-1,524873734","-1,234910011","-1,435538292","-1,530621529","-1,325613976","-1,358090401","-1,605741501","-1,519512177","-1,443558693","-1,499032974","-1,715658188","-1,805450439","-1,680716515",166020,21830000,3,2,"225,65",0,"5,2026",Q6P5D8,Q6P5D8,Structural maintenance of chromosomes flexible hinge domain-containing protein 1
Abce1,"0,1236898899","2,782420089","0,6816956978",,"0,02536273003","0,1901617325","0,9001925967",,"0,05702400208","0,529199696","0,8403859168",,"-0,04130315781","0,7174724945","0,8757785373",,"2,007868767","1,993226051","1,975509644","1,992733955","1,954427719","2,045802116","1,806302071","1,934710503","1,871137619","1,952887535","1,894661903","1,879855156","1,921104431","1,848110199","1,822514534","1,924098969",1795400,304830000,18,9,"67,314",0,"28,493",P61222,P61222,ATP-binding cassette sub-family E member 1
Cdc42ep4,"0,1234323978","0,8011687462","0,6891306873",,"0,0332274437","0,1835370172","0,8681299553",,"0,1314351559","0,7688435847","0,7798457831",,"0,04123020172","0,2789647553","0,8745957162",,"-0,6561908722","-0,5123176575","-0,4214735031","-0,4417991638","-0,4800796509","-0,5854053497","-0,7296466827","-0,7623901367","-0,6130962372","-0,6493883133","-0,691072464","-0,7444934845","-0,7368745804","-0,5860376358","-0,4991254807","-0,695854187",1249200,98903000,6,5,"37,869",0,"27,364",Q9JM96;A2A6Q2;A2A6Q3,Q9JM96;A2A6Q2,Cdc42 effector protein 4
Mrps27,"0,123323679","1,05389974","0,688984127",,"-0,1483471394","1,172324745","0,6888738318",,"0,08361506462","1,125113667","0,7894526035",,"-0,1880557537","1,223327109","0,7527843137",,"-0,4525194168","-0,3145656586","-0,310587883","-0,3309717178","-0,4568634033","-0,4214553833","-0,475938797","-0,3888473511","-0,2163038254","-0,1734752655","-0,4619998932","-0,5107564926","-0,2979373932","-0,355635643","-0,5930109024","-0,4425363541",83365,48398000,5,3,"47,778",0,"14,135",Q8BK72,Q8BK72,Small ribosomal subunit protein mS27
Man1a2,"0,1230893135","0,3969745632","0,6998571429",,"-0,1817860603","0,5149265152","0,6818505747",,"-0,09203624725","0,2001433671","0,7940798969",,"-0,3969116211","1,969406263","0,7298666667",,"-3,330127716","-2,934773445","-3,01899147","-3,044121742","-2,785573006","-2,874480247","-2,83232975","-3,467486382","-2,810523987","-2,744696617","-2,872308731","-3,380322456","-2,805195808","-3,01157856","-3,033174515","-3,395296097",603710,3622300,1,1,"13,473",0,"8,8083",A0A0G2JGT9;P39098-2;P39098,A0A0G2JGT9;P39098-2;P39098,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB"
Ina,"0,1228339672","0,4799184265","0,7001317475",,"0,1137244701","0,3948898281","0,7221016949",,"0,09720373154","0,3652367159","0,7857964602",,"0,08809423447","0,2884902287","0,7657638814",,"4,875622749","4,714669228","4,637565613","4,559321404","4,739719391","4,324334145","4,674887657","4,659422874","4,258508682","4,650959969","4,461831093","4,399506569","4,572166443","4,456048965","4,61947155","4,82081604",84339000,4719600000,70,20,"55,382",0,"256,79",P46660,P46660,Alpha-internexin
Ssh2,"0,122546196","0,4515900133","0,7006877828",,"-0,1263892651","0,510787679","0,7079173838",,"0,1544024944","0,6664248859","0,7900432099",,"-0,09453296661","0,3242460825","0,7456826313",,"-1,981794357","-2,155010223","-1,830949783","-2,022941589","-2,358127594","-1,988254547","-2,017673492","-2,244250298","-1,956748962","-1,862373352","-2,159306526","-2,079201698","-2,12432003","-2,355769157","-1,866825104","-2,179084778",339000,24540000,4,4,"158,81",0,"12,354",A0A0R4J2A0;Q5SW75;Q5SW75-2;Q5SW75-4,A0A0R4J2A0;Q5SW75;Q5SW75-2;Q5SW75-4,protein-serine/threonine phosphatase;Protein phosphatase Slingshot homolog 2
Cdkn2aip,"0,1225390434","0,6148419979","0,6937998129",,"-0,1213617325","0,2960088216","0,723062069",,"0,04663038254","0,1448935655","0,8610304626",,"-0,1972703934","0,6114856102","0,7545980952",,"-3,406603813","-3,195240021","-3,024610519","-3,153780937","-3,254092216","-2,998151779","-3,452264786","-3,262248039","-3,068082809","-3,541399956","-2,915263176","-3,20008564","-2,95656395","-3,308174133","-3,451416969","-3,310714722",254880,8156000,3,3,"59,744",0,"12,603",Q8BI72,Q8BI72,CDKN2A-interacting protein
Rbm39,"0,1224441528","1,451506518","0,6915604839",,"-0,0018055439","0,01295418773","0,9939688417",,"0,09060096741","0,9683061914","0,7846239067",,"-0,03364872932","0,322036932","0,8983918038",,"1,126685143","1,171412468","1,042510986","1,068972588","1,089429855","1,037085533","0,9077043533","1,012957573","1,050201416","1,041254044","0,9322071075","1,00535965","1,030736923","1,045525551","0,9866800308","0,8822393417",2388200,241750000,10,6,"58,683",0,"55,767",Q8VH51-2;Q8VH51;Q8VH51-3;F7AA45;E9Q8F0;B7ZD61,Q8VH51-2;Q8VH51;Q8VH51-3;F7AA45;E9Q8F0,RNA-binding protein 39
Myo1b,"0,122392416","0,2925905094","0,7039730185",,"-0,2247667313","0,4339009061","0,6856941176",,"0,1865081787","0,4882643218","0,7615708812",,"-0,1606509686","0,2891655826","0,7540932878",,"-3,257820129","-3,020287514","-3,233863831","-2,956715584","-3,035770416","-3,731935501","-3,108185768","-3,338828087","-3,008897781","-2,76024437","-2,986926079","-3,607996941","-3,559584618","-3,080982208","-2,895039558","-3,374238014",695530,45037000,5,4,"125,03",0,"22,572",E9QNH6;E9Q580;Q7TQD7;P46735-2;P46735;D3YV80;O88329,E9QNH6;E9Q580;Q7TQD7;P46735-2;P46735,Unconventional myosin-Ib
Fads2,"0,1223864555","0,4163665639","0,6991836007",,"-0,05541563034","0,5030824006","0,7884360845",,"0,09596776962","0,5160784189","0,7798207618",,"-0,08183431625","0,3131591036","0,7730630081",,"-0,736125946","-1,032809258","-0,9982824326","-1,114620209","-1,027749062","-1,128528595","-1,024695396","-1,08473587","-0,9104566574","-0,9663162231","-1,098404884","-0,9150428772","-1,068868637","-1,33013916","-1,192064285","-0,9341373444",352310,18923000,2,2,"52,387",0,"11,833",Q9Z0R9,Q9Z0R9,Acyl-CoA 6-desaturase
Ldhb,"0,1219499111","0,8784950081","0,6897641419",,"0,1178619862","0,7078358167","0,7115827221",,"0,0153169632","0,07306779898","0,9584961772",,"0,01122903824","0,05164917839","0,9718760148",,"5,611115456","5,673981667","5,530044556","5,462117195","5,730146408","5,491158485","5,480586052","5,514100075","5,286289215","5,503453255","5,534022331","5,474154472","5,420778275","5,415781021","5,324465752","5,575057983",127280000,10626000000,127,16,"37,238",0,"134,38",A0A6I8MX27;P16125;D3Z7F0;A0A0N4SVV8,A0A6I8MX27;P16125;D3Z7F0,L-lactate dehydrogenase;L-lactate dehydrogenase B chain
Flnb,"0,1217262745","0,268588677","0,7083738627",,"-0,272397995","0,8101646179","0,6556953642",,"-0,02408981323","0,08305044116","0,9227745267",,"-0,4182140827","0,935088454","0,7588837209",,"-1,871769905","-1,75117588","-2,1004076","-1,918362617","-1,852231026","-2,097748756","-1,858428955","-1,736948013","-1,681129456","-1,635240555","-1,210214615","-1,941421509","-1,929180145","-2,541052818","-1,799779892","-1,846366882",228580,35761000,7,5,"277,82",0,"16,631",Q80X90,Q80X90,Filamin-B
Ndufa8,"0,1215822697","1,062764952","0,6894742968",,"0,1471302509","2,225661697","0,6847729469",,"-0,001981735229","0,0135483236","0,9954646671",,"0,02356624603","0,1915215161","0,9362921914",,"2,944689751","3,026782036","2,810361862","2,93411541","2,942235947","2,876170158","2,977898598","2,927571297","2,71529007","2,759074211","2,831974983","2,814991951","2,829015732","2,90023613","2,80561161","2,708780289",43934000,1868800000,38,9,"19,992",0,"54,217",Q9DCJ5,Q9DCJ5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8
Ddi2,"0,1215186119","1,023447998","0,6876451302",,"-0,06966280937","0,3511628003","0,7591850866",,"0,03795790672","0,1639940071","0,873524328",,"-0,1532235146","1,485920929","0,7557961433",,"-1,792514801","-2,018972397","-1,913843155","-1,855361938","-1,708324432","-2,019678116","-1,991467476","-2,013053894","-1,920129776","-1,945400238","-1,789964676","-2,010238647","-1,798377991","-1,918111801","-2,037359238","-2,101057053",1915900,40235000,3,3,"44,59",0,"12,794",A2ADY9,A2ADY9,Protein DDI1 homolog 2
Cope,"0,1212995052","0,8019988177","0,6937878788",,"-0,2055141926","1,760917777","0,6838577778",,"0,1711251736","1,749915144","0,7720647773",,"-0,1556885242","0,9635259204","0,7490899329",,"-1,486616135","-1,429499626","-1,378628731","-1,522275925","-1,573086739","-1,570922852","-1,607471466","-1,750040054","-1,329621315","-1,495353699","-1,50567627","-1,479294777","-1,348813057","-1,539668083","-1,506482124","-1,776773453",5099000,25495000,4,2,"12,111",0,"10,528",E9Q6I5;D3Z315;O89079,E9Q6I5;D3Z315;O89079,Coatomer subunit epsilon
Cpne4,"0,1212918758","1,336606101","0,6883654224",,"-0,04634547234","0,1870383231","0,8299039182",,"0,03436946869","0,1819092899","0,8771966256",,"-0,1332678795","0,8391238178","0,7554719335",,"2,497815132","2,283150673","2,348897934","2,371617317","2,459449768","2,280306816","2,416386604","2,207859993","2,553194046","2,223721504","2,292002678","2,302203178","2,480466843","2,258842468","2,21952343","2,235744476",2874200,505810000,28,12,"52,783",0,"68,852",Q9D6C8;Q8BLR2;A0A1L1SSY1;A0A1L1SU07;D3Z5V2;Q8CEQ2,Q9D6C8;Q8BLR2;A0A1L1SSY1,Copine-4
Mrpl50,"0,1209783554","0,6994572726","0,693",,"-0,04524445534","0,1271410711","0,837060225",,"0,1992263794","0,8791731479","0,7563285024",,"0,03300356865","0,112661671","0,9047235454",,"-1,894071579","-1,733089447","-1,583877563","-1,648361206","-1,847869873","-1,699852943","-2,135736465","-1,972846031","-1,583199501","-1,98635006","-1,97977829","-1,945858955","-1,925999641","-1,797747612","-1,714835167","-1,884871483",1758300,32059000,4,3,"18,213",0,"6,4077",Q8VDT9,Q8VDT9,Large ribosomal subunit protein mL50
Rab3c,"0,120849371","1,627467443","0,6876993076",,"0,1039893627","1,062166493","0,7201772695",,"0,04768562317","0,4658069848","0,8628855641",,"0,03082561493","0,2826776671","0,9066442105",,"2,968388557","2,814585686","2,822879791","2,918354988","2,790887833","2,898617744","2,857401848","2,786559105","2,711013794","2,615479469","2,788538933","2,772618294","2,802476883","2,777898788","2,717299461","2,772994995",27091000,1394300000,27,5,"25,872",0,"28,612",P62823;A0A286YDR2;Q9CXS2,P62823;A0A286YDR2;Q9CXS2,Ras-related protein Rab-3C;Ras-related protein Rab-3
Golm2,"0,1208481789","0,5777840616","0,6994917733",,"-0,01066970825","0,03563877027","0,9605530578",,"0,07087016106","0,3276321075","0,8246537217",,"-0,06064772606","0,2232971396","0,8343801384",,"-2,099847794","-2,104397774","-2,195181847","-2,421297073","-2,328515053","-2,3723526","-2,129574776","-2,273762703","-2,101167679","-2,488219261","-2,32717514","-2,220123291","-2,144964218","-2,226634026","-2,376646996","-2,480712891",736190,11779000,1,1,"30,56","0,00022573","2,7626",A2AR60;E9PZJ6;Q6P2L7,A2AR60;E9PZJ6;Q6P2L7,Protein GOLM2
Plp1,"0,1206562519","0,3768385875","0,7010827586",,"0,1956131458","0,2937466318","0,6816473829",,"0,1223859787","0,3090518909","0,775889313",,"0,1973428726","0,3178291435","0,7524113924",,"5,115204811","4,75722599","4,953565598","4,810359001","4,875431061","4,358906746","5,020821571","4,891652107","3,88117218","4,848902702","4,815867424","4,78898716","4,818416595","4,582612991","4,676125526","5,106004715",914300000,17390000000,90,7,"30,077",0,"72,991",P60202;P60202-2,P60202;P60202-2,Myelin proteolipid protein
Rmc1,"0,1205472946","1,615040657","0,6882009852",,"-0,2362511158","1,469520005","0,6815491329",,"0,2702138424","1,934343876","0,7167755102",,"-0,08658456802","0,7274156458","0,7557611268",,"-1,627737045","-1,657935143","-1,507959366","-1,685278893","-2,018540382","-1,928611755","-1,711441994","-1,901171684","-1,824883461","-1,582603455","-1,596869469","-1,751122475","-1,610404968","-1,712952614","-1,757703781","-1,739320755",1034500,27933000,4,3,"74,922",0,"6,8564",Q8VC42;A0A3Q4EG84,Q8VC42,Regulator of MON1-CCZ1 complex
Dcun1d1;Tes3-ps,"0,1205127239","0,50023868","0,7009255605",,"-0,1490380764","0,2870256432","0,6980382409",,"0,3579320908","1,263814042","0,7516831683",,"0,08838129044","0,1809223293","0,7716051151",,"-3,346281052","-3,365199089","-3,539819717","-3,727321625","-3,811273575","-4,197809219","-3,765826225","-3,635440826","-4,210605621","-3,700257301","-3,425122261","-3,779893875","-3,478212357","-3,581007957","-3,633353233","-3,466417313",1495000,19435000,4,2,"24,94",0,"10,751",A0A140T8R8;A0A0G2JGV7;Q3UT23;A0A1Y7VP24;Q9QZ73;A0A0G2JEA2;A0A0G2JDN9;A0A1B0GXL7;A0A0G2JDM0,A0A140T8R8;A0A0G2JGV7;Q3UT23;A0A1Y7VP24;Q9QZ73;A0A0G2JEA2;A0A0G2JDN9;A0A1B0GXL7;A0A0G2JDM0,DCN1-like protein;DCN1-like protein 1
Zfand6,"0,1200227737","0,2710796328","0,7069560976",,"-0,4094111919","1,485502146","0,6449230769",,"0,4659774303","1,926153772","0,7233170732",,"-0,06345653534","0,1211138387","0,8346248511",,"-3,230614662","-3,510100365","-3,146535873","-2,971366882","-3,735373497","-3,843708992","-3,584313393","-3,559131622","-3,073307991","-3,072455406","-3,631375313","-3,33155632","-3,307744026","-3,690099716","-2,983875275","-3,333177567",462650,4163900,2,2,"23,261","0,00022558","2,7538",A0A140LIM2;Q9DCH6,A0A140LIM2;Q9DCH6,AN1-type zinc finger protein 6
Supt5h;Supt5,"0,1199178696","0,4680727238","0,6988390501",,"-0,04208827019","0,09307414953","0,8522854424",,"0,07346272469","0,2429475142","0,8253935765",,"-0,08854341507","0,2221913572","0,7687802313",,"-3,744066238","-3,430552483","-3,497937202","-3,725449562","-3,581660271","-3,618514061","-3,950047493","-3,54163456","-3,924767494","-3,297358513","-3,757224083","-3,645025253","-3,544153214","-3,835879326","-3,517653465","-3,879118919",79611,6723300,2,2,"120,66",0,"5,8545",O55201;O55201-2;A0A140LJ34,O55201;O55201-2;A0A140LJ34,Transcription elongation factor SPT5
D630045J12Rik;Kiaa1549,"0,1196947098","0,3733339422","0,7024177323",,"-0,0736451149","0,1727726578","0,7620727751",,"0,07493805885","0,1721008345","0,8229782262",,"-0,1184017658","0,3824614487","0,7542901961",,"-2,138654709","-1,851611137","-1,60160923","-1,610204697","-1,775940895","-1,695129395","-1,83097744","-2,199784279","-1,699044228","-2,086686134","-1,523052216","-1,808153152","-1,898468971","-1,863969803","-1,932360649","-2,076375008",674680,106560000,10,7,"193,99",0,"22,558",D3YTS3;Q68FD9,D3YTS3;Q68FD9,UPF0606 protein KIAA1549
Gpd2,"0,1195623875","2,550907369","0,6909149149",,"0,05102562904","0,5211857456","0,8024322344",,"0,06375646591","0,9470064972","0,8248044807",,"-0,004780292511","0,04360797075","0,9852289882",,"4,274744987","4,274752617","4,233028412","4,301455498","4,228977203","4,259383202","4,224402428","4,116192818","4,060289383","4,202265739","4,174925804","4,206746101","4,187372208","4,117696762","4,155203819","4,126085281",24962000,3664600000,93,30,"82,829",0,"290,82",A2AQR0;Q64521,A2AQR0;Q64521,"Glycerol-3-phosphate dehydrogenase;Glycerol-3-phosphate dehydrogenase, mitochondrial"
H2bu2;H2bc26;H2bc21,"0,1195385456","0,895767436","0,694082397",,"-0,0928041935","0,8245543742","0,7255330073",,"0,1317090988","0,9271519305","0,7779017199",,"-0,08063364029","0,8024111999","0,7667638669",,"2,027125359","2,215453148","1,991176605","2,146679878","2,057418823","2,042311668","1,869538307","1,884329796","2,124103546","2,018248558","2,015969276","1,945225716","2,066493988","2,067913055","2,018048286","1,87109375",23986000,338510000,9,2,"13,994",0,"6,3935",Q9D2U9;Q8CGP0;Q64524,Q9D2U9;Q8CGP0;Q64524,H2B.U histone 2;Histone H2B type 3-B;Histone H2B type 2-E
Brd3,"0,1192784309","1,176319375","0,6920076046",,"0,1246216297","0,5524652493","0,7079863598",,"0,06626725197","0,4198973897","0,8221938776",,"0,07161045074","0,3202618209","0,7978616236",,"-1,783616066","-1,743774414","-1,836155891","-1,72862339","-1,709968567","-1,811460495","-1,81303215","-2,022777557","-1,853246689","-2,14878273","-2,052024841","-1,976700783","-1,801671028","-1,770390511","-1,863641739","-1,958550453",318440,10508000,2,2,"79,761",0,"4,7529",Q8K2F0;A2AKA9;Q8K2F0-2,Q8K2F0;A2AKA9;Q8K2F0-2,Bromodomain-containing protein 3
Znf22,"0,119122982","0,4455482451","0,7014782609",,"-0,03400373459","0,1294723887","0,8682857993",,"0,06104397774","0,704289667","0,8326585485",,"-0,09208273888","0,2515794776","0,757870187",,"-3,213359833","-3,297474861","-3,390412331","-3,217866898","-3,358586311","-3,33656311","-3,340444565","-3,327695847","-3,119970322","-3,235569954","-3,28907299","-3,234863281","-3,582661629","-3,435635567","-3,702431679","-3,222675323",424950,4674500,1,1,"27,294",0,"4,5671",Q9ERU3,Q9ERU3,Zinc finger protein 22
Glrx3,"0,1190035343","1,848203348","0,6889571984",,"-0,1148421764","1,214660802","0,7127704918",,"0,07502746582","1,48176559","0,8106480583",,"-0,1588182449","1,573422946","0,7474285714",,"2,350590706","2,404131889","2,34088707","2,330739021","2,320135117","2,221451759","2,305403709","2,279248238","2,501552582","2,380352974","2,285037041","2,211398125","2,418664932","2,325929642","2,22789669","2,185110092",6215000,660910000,20,9,"37,778",0,"29,881",Q9CQM9;A0A1B0GS58;A0A1B0GT04;A0A1B0GSD3,Q9CQM9;A0A1B0GS58,Glutaredoxin-3
Pcna,"0,1189675331","0,6747606846","0,6992406903",,"0,001663208008","0,004072245552","0,9938757317",,"-0,0431535244","0,1668117602","0,8673350346",,"-0,1604578495","0,6027329919","0,7571375167",,"-2,254732132","-2,391623497","-2,514508247","-2,24990654","-2,242995262","-2,282173157","-2,533242226","-2,179745674","-2,012863159","-2,302285194","-2,551245689","-2,541617393","-2,378415108","-2,428459167","-2,332072258","-2,58449173",564860,18388000,3,2,"28,785",0,"20,001",P17918,P17918,Proliferating cell nuclear antigen
Rpl21,"0,1189086437","1,352002518","0,6915644699",,"-0,1038253307","2,278259798","0,7227240356",,"0,1017165184","1,533398975","0,7824674196",,"-0,1210174561","1,678710851","0,7546366197",,"1,50152874","1,426428795","1,371585846","1,485768318","1,375490189","1,378464699","1,295908928","1,32858181","1,483726501","1,458397865","1,424998283","1,330889702","1,426624298","1,417488098","1,321562767","1,239736557",65470000,789120000,12,4,"18,579",0,"16,875",O09167,O09167,Large ribosomal subunit protein eL21
Tpm1,"0,1183469296","0,424823875","0,7010495726",,"0,1618862152","1,277161227","0,6812682927",,"0,1379694939","1,173946837","0,778572973",,"0,1815087795","0,6952901043","0,7551163575",,"0,5600128174","0,7861804962","0,5534162521","0,6807889938","0,4350376129","0,5668182373","0,5221185684","0,5045461655","0,4007949829","0,4568347931","0,1727752686","0,3326282501","0,3505706787","0,3512086868","0,7831764221","0,6399974823",12410000,295610000,12,8,"28,343",0,"42,724",G5E8R0;E9Q453;G5E8R2;G5E8R1;E9Q456;E9Q455;S4R261,G5E8R0;E9Q453;G5E8R2;G5E8R1;E9Q456;E9Q455,Tropomyosin alpha-1 chain
Mast1,"0,1176450253","1,904450704","0,6901417625",,"0,04171156883","0,3852416799","0,8370667548",,"-0,01260089874","0,1163134577","0,9642020513",,"-0,08853435516","1,111644797","0,7439462617",,"0,2171602249","0,3036975861","0,3438472748","0,2231273651","0,2537851334","0,3365926743","0,229013443","0,3188447952","0,3045101166","0,1281576157","0,2523336411","0,1707201004","0,2863883972","0,1337766647","0,1327857971","0,1799697876",543840,99677000,11,7,171,0,"14,129",Q9R1L5;E9Q6Q5,Q9R1L5,Microtubule-associated serine/threonine-protein kinase 1
