Gene names,Log2FC_M_WT_M_MUT,negLog10pVal_M_WT_M_MUT,q-value M_WT_M_MUT,Student's T-test Significant M_WT_M_MUT,Log2FC_F_WT_F_MUT,negLog10pVal_F_WT_F_MUT,q-value F_WT_F_MUT,Student's T-test Significant F_WT_F_MUT,Log2FC_M_WT_F_WT,negLog10pVal_M_WT_F_WT,q-value M_WT_F_WT,Student's T-test Significant M_WT_F_WT,Log2FC_M_MUT_F_MUT,negLog10pVal_M_MUT_F_MUT,q-value M_MUT_F_MUT,Student's T-test Significant M_MUT_F_MUT,250262_M_WT_PFC_8w,250263_M_WT_PFC_8w,250264_M_WT_PFC_8w,250297_M_WT_PFC_8w,250265_F_WT_PFC_8w,250266_F_WT_PFC_8w,250267_F_WT_PFC_8w,250293_F_WT_PFC_8w,250271_F_MUT_PFC_8w,250272_F_MUT_PFC_8w,250273_F_MUT_PFC_8w,250268_M_MUT_PFC_8w,2502143_F_MUT_PFC_8w,250269_M_MUT_PFC_8w,250270_M_MUT_PFC_8w,250244_M_MUT_PFC_8w,Log2 iBAQ,Log2 Intensity,MS/MS count,Razor + unique peptides,Q-value,Score,Mol. weight [kDa],Protein IDs,Majority protein IDs,Protein names
Frmpd4,"0,05466222763","0,1804707946","0,9302363193",,"-0,06063818932","0,1088383846",1,,"0,08052325249","0,1804099362",1,,"-0,03477716446","0,07751608713",1,,"-1,99701786","-1,872693062","-2,196440697","-2,226528168","-2,062056541","-1,972773552","-2,606899261","-1,973043442","-2,396162987","-2,154385567","-1,726888657","-1,96677494","-2,094782829","-2,087623596","-2,096059799","-2,360870361",458190,42154000,1,1,"0,0095289","1,3456","193,62",A0A589MR22;A0A571BG68;A2AFR3-2;A2AFR3-3;A2AFR3,A0A589MR22;A0A571BG68;A2AFR3-2;A2AFR3-3;A2AFR3,FERM and PDZ domain-containing protein 4
Eipr1,"0,05462813377","0,7603047893","0,9241030548",,"0,001487255096","0,008540757478","0,9987523644",,"0,0356259346","0,262005364",1,,"-0,01751494408","0,1725180665",1,,"1,087628365","1,121643066","1,16092968","1,151525497","1,116420746","1,03268528","1,235435486","0,9946813583","1,058065414","1,085708618","1,066510201","1,035289764","1,162989616","1,107007027","1,013046265","1,147871017",24194000,1510300000,16,11,0,"71,031","43,126",Q8K0G5;A0A1Y7VN36;A0A217FL60,Q8K0G5;A0A1Y7VN36,EARP and GARP complex-interacting protein 1
Calcoco1,"0,05462241173","0,3885456727","0,92803477",,"0,1397206783","0,6506993348",1,,"-0,1382637024","0,6000506599",1,,"-0,05316543579","0,4804433614",1,,"-1,452116966","-1,630226135","-1,480213165","-1,540788651","-1,476559639","-1,503892899","-1,486289024","-1,083548546","-1,493497849","-1,528897285","-1,573957443","-1,496866226","-1,512820244","-1,589173317","-1,525959969","-1,709835052",15272000,511790000,6,6,0,"21,717","60,785",A0A2R8VHU8;A0A2R8VKP5;E9Q7U2;Q8CGU1,A0A2R8VHU8;A0A2R8VKP5;E9Q7U2;Q8CGU1,Calcium-binding and coiled-coil domain-containing protein 1
Arhgdia,"0,05457997322","0,9088763669","0,9239748985",,"0,0093562603","0,08507107936",1,,"-0,01278567314","0,1734743626",1,,"-0,05800938606","0,680747845",1,,"4,073763847","4,064318657","4,058341026","4,108041763","4,120100975","4,11392498","4,111618042","4,009963989","4,126419067","4,017595291","4,039414406","4,001579285","4,134754181","4,091211319","3,956892014","4,036462784",244720000,42338000000,48,11,0,"166,13","23,407",Q99PT1,Q99PT1,Rho GDP-dissociation inhibitor 1
Rab18,"0,05447149277","0,5590797344","0,925834367",,"0,04583573341","0,2827663672",1,,"0,006527900696","0,04081310026",1,,"-0,002107858658","0,01198110067","0,9985914291",,"1,23678112","1,241586685","1,209048271","1,252510071","1,233494759","1,195857048","1,373664856","1,110797882","1,270319939","1,170314789","1,207024574","1,149573326","1,082812309","1,158123016","1,104964256","1,309379578",101990000,4031700000,19,10,0,"33,53","23,787",A0A3Q4EI12;P35293;A0A452J8C1;A0A3Q4EIF7,A0A3Q4EI12;P35293;A0A452J8C1,Ras-related protein Rab-18
Sf3b1,"0,05434584618","0,3407721586","0,9313472622",,"-0,006073713303","0,1273992249",1,,"0,05132317543","0,9363582252",1,,"-0,009096384048","0,04916837398","0,9969808652",,"2,04008007","1,991372108","1,96825695","1,909540176","1,934256554","1,939522743","1,920576096","1,909601212","1,951213837","1,882579803","1,944512367","1,845300674","1,94994545","1,864173889","1,872238159","2,110153198",5028300,2158400000,23,18,0,"81,485","145,83",G5E866;Q99NB9;A0A087WNS2,G5E866;Q99NB9,Splicing factor 3B subunit 1
Cfap58,"0,05428957939","0,2770469847","0,9320812834",,"-0,0005853176117","0,00324733982","0,9992091778",,"0,1018826962","1,005461496",1,,"0,04700779915","0,2172828779",1,,"-2,036438942","-2,022315025","-1,986094475","-2,036481857","-2,099493027","-2,093258858","-2,266999245","-2,029109955","-2,05702877","-2,075622559","-2,174293518","-1,87704277","-2,179574966","-2,144879341","-2,025918961","-2,250647545",894880,44744000,1,1,"0,0091922","1,3546","103,52",B2RW38,B2RW38,Cilia- and flagella-associated protein 58
Pdha1,"0,05420184135","1,768855121","0,9238723562",,"0,06465315819","0,796690699",1,,"-0,006347894669","0,06935066196",1,,"0,004103422165","0,04992936209","0,9978209901",,"4,762925148","4,748194695","4,798802376","4,744945526","4,701140404","4,832732201","4,807079315","4,739307404","4,690582275","4,732322693","4,760487556","4,733484268","4,638254166","4,693229675","4,723024368","4,688322067",821510000,43519000000,142,24,0,"206,71","43,231",P35486,P35486,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"
Arfgef3,"0,05417823792","1,094452425","0,9238379374",,"-0,01239347458","0,1025742405",1,,"0,01874661446","0,1999591257",1,,"-0,04782509804","0,643140684",1,,"1,324425697","1,354405403","1,33692646","1,401302338","1,295758247","1,410481453","1,369194031","1,266639709","1,390850067","1,393417358","1,340970039","1,276556969","1,266409874","1,326025963","1,257939339","1,339824677",1941200,1385200000,21,16,0,"93,24","240,09",Q3UGY8;A0A1N9M5I8,Q3UGY8;A0A1N9M5I8,Brefeldin A-inhibited guanine nucleotide-exchange protein 3
Sult4a1,"0,05414319038","0,4210077804","0,9295612577",,"-0,01790308952","0,09411204601",1,,"-0,002329587936","0,01185306388",1,,"-0,07437586784","0,5736509134",1,,"1,573998451","1,549201012","1,697264671","1,633089066","1,632784843","1,598334312","1,75538826","1,476364136","1,744371414","1,627763748","1,597718239","1,467184067","1,564630508","1,574338913","1,513145447","1,682312012",20357000,1643400000,16,9,0,"68,79","33,053",P63046;P63046-2,P63046;P63046-2,Sulfotransferase 4A1
Pgam2,"0,05413103104","0,1411465033","0,9331101262",,"-0,2383790016","0,6799174353",1,,"0,04926896095","0,1733861846",1,,"-0,2432410717","0,5905024891",1,,"0,2009372711","0,1685991287","-0,008234977722","0,1046819687","0,3114595413","-0,1636381149","-0,000560760498","0,1216468811","0,1881666183","0,225892067","0,1006917953","-0,1807498932","0,7076730728","0,4000387192","-0,1440629959","0,1742334366",18678000,381110000,6,4,0,"8,0145","28,827",O70250,O70250,Phosphoglycerate mutase 2
Camk1d,"0,05412316322","0,8050715536","0,926228739",,"-0,02311301231","0,142270983",1,,"0,01344513893","0,09818946956",1,,"-0,06379103661","0,6181041753",1,,"2,474637032","2,53359127","2,526461601","2,483716965","2,467000008","2,509894371","2,609174728","2,378557205","2,517061234","2,431650162","2,490706444","2,494159698","2,617660522","2,492172241","2,449464798","2,366117477",22853000,3474600000,21,11,0,"97,229","42,918",Q8BW96;Q8BW96-3;D3Z368,Q8BW96;Q8BW96-3,Calcium/calmodulin-dependent protein kinase type 1D
Nubp1,"0,05410051346","0,2725321716","0,9296334633",,"-0,2086856365","1,215247902",1,,"0,09580826759","0,5440297032",1,,"-0,1669778824","0,9365514787",1,,"-2,088094711","-2,3198452","-2,070745468","-2,259205818","-2,23018074","-2,25437355","-2,199895859","-2,436674118","-2,180173874","-2,142436981","-2,107579231","-2,146868706","-1,856191635","-2,165571213","-2,38116169","-2,260691643",2467700,65666000,2,2,0,"8,1383","34,085",Q9R060;A0A2R8W6X5,Q9R060;A0A2R8W6X5,Cytosolic Fe-S cluster assembly factor NUBP1
Gabbr2,"0,05404162407","0,7592054433","0,9267837541",,"0,01353764534","0,1737525122",1,,"0,02190423012","0,2879905888",1,,"-0,01859974861","0,2206591434",1,,"2,286978722","2,351595879","2,262013435","2,325815201","2,235106468","2,250235558","2,333900452","2,319543839","2,253227234","2,272197723","2,239367485","2,328878403","2,319843292","2,23859787","2,253124237","2,18963623",20012000,3881600000,36,20,0,"149,02","105,67",Q80T41;A0A0U1RQ90,Q80T41,Gamma-aminobutyric acid type B receptor subunit 2
Mdh1,"0,05402970314","0,601129955","0,9258212209",,"0,05002856255","0,5554230094",1,,"0,01039958","0,1026052311",1,,"0,006398439407","0,04796387041","0,9987883952",,"4,368475914","4,380640984","4,444216728","4,337545395","4,356284142","4,406762123","4,430290222","4,295944214","4,375007629","4,350931168","4,324038506","4,297302246","4,239189148","4,39563179","4,24187851","4,379947662",4337900000,145590000000,96,14,0,"143,25","36,511",P14152;A0A5F8MPN8;B1ATQ3,P14152;A0A5F8MPN8,"Malate dehydrogenase, cytoplasmic;Malate dehydrogenase"
Anxa3,"0,05398273468","0,3779318534","0,9318200144",,"-0,001943826675","0,01069862663",1,,"0,006941080093","0,03936347911",1,,"-0,04898548126","0,3364962113",1,,"0,1832456589","0,06833267212","0,2057008743","0,2227010727","0,08328819275","0,2160682678","0,2784023285","0,07445716858","0,1872615814","0,06537437439","0,2272348404","0,01953029633","0,1801204681","0,2614650726","0,08131122589","0,1017427444",5341800,494820000,5,5,0,"45,555","36,384",O35639;Q3TET3;A0A0G2JDV9;A0A0G2JGL7,O35639;Q3TET3,Annexin A3;Annexin
Pdlim1,"0,05396580696","0,2866169418","0,9304778133",,"-0,07026839256","0,2531111279",1,,"0,03657817841","0,2033420244",1,,"-0,08765602112","0,3136350064",1,,"0,5479812622","0,3716192245","0,3565158844","0,596280098","0,5074548721","0,4823226929","0,3687057495","0,367600441","0,4965553284","0,3517837524","0,3520278931","0,3299360275","0,8067903519","0,5516319275","0,4169979095","0,3579673767",30112000,593230000,7,7,0,"20,88","35,774",O70400;S4R1V0,O70400;S4R1V0,PDZ and LIM domain protein 1
Pdcd6,"0,05394101143","0,9345410446","0,9261342134",,"0,02734255791","0,4326596751",1,,"0,003602743149","0,04149686896",1,,"-0,02299571037","0,3639676885",1,,"1,619999886","1,50782299","1,569525719","1,518512726","1,552792549","1,511715889","1,588289261","1,548652649","1,592575073","1,491146088","1,50101757","1,493112564","1,507341385","1,516527176","1,463443756","1,527013779",107200000,3135700000,23,8,0,"76,504","21,867",P12815;P12815-2,P12815;P12815-2,Programmed cell death protein 6
Dgke,"0,05393433571","0,2794558474","0,9292715044",,"-0,155577898","1,539178734",1,,"0,1262285709","1,596814734",1,,"-0,0832836628","0,4261654962",1,,"-0,575712204","-0,5999479294","-0,5657701492","-0,7309370041","-0,788602829","-0,6969394684","-0,742348671","-0,7493906021","-0,4651670456","-0,6128091812","-0,5659217834","-0,6804361343","-0,7110719681","-0,4926071167","-0,8362092972","-0,6788520813",4891600,529710000,7,5,0,"14,032","63,634",Q9R1C6;F2Z490,Q9R1C6;F2Z490,Diacylglycerol kinase epsilon;diacylglycerol kinase (ATP)
Arpc2,"0,05392289162","0,7953665592","0,9262257947",,"0,0709707737","0,6572288737",1,,"-0,04274630547","0,3731337453",1,,"-0,02569842339","0,2928745796",1,,"3,593272209","3,530350685","3,494828224","3,533689499","3,551878929","3,558930397","3,71138382","3,500932693","3,57815361","3,48446846","3,513705254","3,522699356","3,462915421","3,459510803","3,420545578","3,533693314",108450000,19093000000,71,19,0,"96,804","34,357",Q9CVB6;D3YXG6;A0A087WRT2,Q9CVB6;D3YXG6,Actin-related protein 2/3 complex subunit 2;Arp2/3 complex 34 kDa subunit
Tns3,"0,05390119553","0,1938310337","0,9294433276",,"0,02152609825","0,1572008109",1,,"0,05428957939","0,3716859547",1,,"0,02191448212","0,07602411972",1,,"-0,5519418716","-0,7436475754","-0,5035018921","-0,5661821365","-0,6684417725","-0,6653108597","-0,7061061859","-0,5425729752","-0,5584449768","-0,6697921753","-0,7041549683","-0,735411644","-0,7361440659","-0,6408643723","-0,8246774673","-0,3799247742",910080,160580000,3,3,0,"38,271","168,11",A0A5F8MP98;A0A5F8MPF2;Q5SSZ5-2;Q5SSZ5,A0A5F8MP98;A0A5F8MPF2;Q5SSZ5-2;Q5SSZ5,Tensin-3
Aifm1,"0,05387663841","0,2532894488","0,9302790698",,"0,05231499672","0,7310618648",1,,"0,0544989109","0,3027613281",1,,"0,05293726921","0,4248628316",1,,"3,055199623","2,899447441","3,144808769","2,84261322","2,939980507","2,951590538","2,98538208","2,847120285","2,852010727","2,913127899","2,841031075","2,79145813","2,908643723","3,023258209","2,996864319","2,914981842",35226000,4667700000,35,17,0,"114,95","66,113",B1AU25;Q9Z0X1;Q9Z0X1-2,B1AU25;Q9Z0X1;Q9Z0X1-2,"Apoptosis-inducing factor 1, mitochondrial"
Tprg1l,"0,05386424065","0,3072548191","0,9318333333",,"-0,01256203651","0,03934238497",1,,"-0,06984376907","0,4763585357",1,,"-0,1362700462","0,5498988277",1,,"0,9996147156","0,8817148209","0,9607248306","1,02374649","1,061321259","0,9476938248","1,192470551","0,9436903","1,100996971","0,9511146545","0,8566741943","0,79733181","1,28663826","1,034942627","0,7962188721","1,021850586",139620000,2247600000,13,8,0,"84,745","29,814",Q9DBS2;B1AX95,Q9DBS2;B1AX95,Tumor protein p63-regulated gene 1-like protein
Synj1,"0,0538175106","0,8557453051","0,9265643275",,"0,01638388634","0,4046889895",1,,"-0,002709150314","0,03775272328",1,,"-0,04014277458","0,7453890556",1,,"4,732773781","4,771414757","4,74178791","4,669578552","4,735543251","4,739087105","4,755594254","4,696166992","4,686630249","4,734745026","4,738135338","4,716695786","4,701345444","4,682460785","4,608831406","4,692296982",173090000,52134000000,152,54,0,"323,31","146,39",F7BQW7;E9Q7S0;Q8CHC4;D3Z656;D3Z1M7;F7CD11;A0A338P6C7;F6VSS8;A0A338P6V7;F7BI35;F8WHD8;D3YZB2;D3YWM9;E9Q4P5;Q9D2G5-3;Q9D2G5-6;Q9D2G5-4;Q9D2G5-2;Q9D2G5;Q9D2G5-5,F7BQW7;E9Q7S0;Q8CHC4;D3Z656,phosphoinositide 5-phosphatase;Synaptojanin-1
Btbd17,"0,05378699303","0,2828844329","0,9292828854",,"-0,0006284713745","0,001488103996","0,9990258077",,"0,06594371796","0,2421102254",1,,"0,01152825356","0,03385163575","0,9977446356",,"0,111656189","-0,01826858521","0,1099061966","0,3081235886","0,01323604584","0,24259758","0,1516284943","-0,159819603","0,07136535645","0,1625404358","-0,2459611893","-0,03799247742","0,2622117996","0,1295433044","0,06228351593","0,1424350739",5244700,1293600000,11,9,0,"48,953","52,602",Q9DB72,Q9DB72,BTB/POZ domain-containing protein 17
Nrxn3,"0,05377697945","0,6962680099","0,9260327154",,"0,08697772026","1,185459214",1,,"0,0008051395416","0,008863013373",1,,"0,03400588036","0,3259699729",1,,"2,989317894","2,980381966","2,996415138","2,961666107","2,963027","2,97200489","3,064428329","2,925100327","2,938037872","2,920829773","2,892683983","2,92814827","2,825098038","2,890787125","2,862979889","3,030757904",12528000,8064200000,54,31,0,"145,62","173,43",Q6P9K9;E9Q2X2;Q6P9K9-2;A0A087WPQ9;E9Q3Q4;A0A5F8MPQ9;Q8C985,Q6P9K9;E9Q2X2;Q6P9K9-2;A0A087WPQ9,Neurexin-3
Synpo,"0,05376982689","0,3005001927","0,9303946061",,"-0,0407936573","0,9567981446",1,,"-0,01293635368","0,1166138616",1,,"-0,1074998379","0,8057815219",1,,"4,284691811","4,232115746","4,111104012","4,224451065","4,201880455","4,265480995","4,251216888","4,185529709","4,275774002","4,242723465","4,290394783","4,23623085","4,258390427","4,167930603","4,261331558","3,971790314",170740000,33801000000,93,36,0,"323,31","74,016",Q8CC35-3;Q8CC35-2;Q8CC35;E9Q3E2;E0CYK1,Q8CC35-3;Q8CC35-2;Q8CC35;E9Q3E2,Synaptopodin
Ndufc2,"0,05376362801","0,3546362316","0,9317566213",,"0,07085490227","1,157454786",1,,"-0,02636933327","0,187601041",1,,"-0,009278059006","0,06967681143","0,9970883274",,"1,301820755","1,183686256","1,154480934","1,065742493","1,132997513","1,233855247","1,248121262","1,196233749","1,184368134","1,135364532","1,112234116","1,157510757","1,095821381","1,198678017","0,9981193542","1,136367798",17918000,8245400000,17,7,0,"32,05","14,164",Q9CQ54;A0A0U1RPJ5,Q9CQ54;A0A0U1RPJ5,NADH dehydrogenase [ubiquinone] 1 subunit C2
Pnp;Gm49342,"0,05372524261","0,1776691378","0,9299532003",,"0,06034088135","0,3703685796",1,,"-0,004092216492","0,02404834078",1,,"0,002523422241","0,006792482936",1,,"0,4305534363","0,3575191498","0,4027366638","0,335600853","0,4479026794","0,4293718338","0,441327095","0,2241773605","0,4214782715","0,2607517242","0,234992981","0,07803916931","0,3841924667","0,4372110367","0,2024278641","0,5938310623",7327500,792080000,10,7,0,"38,906","32,263",Q543K9;P23492;A0A2I3BQH2;A0A2I3BS22;Q9D8C9,Q543K9;P23492;A0A2I3BQH2,Purine nucleoside phosphorylase
Stxbp1,"0,0536711216","1,438958071","0,9247409041",,"0,06548953056","0,6574469285",1,,"-0,0003774166107","0,005035412916","0,999651709",,"0,01144099236","0,09181635101","0,9991843911",,"6,024565697","6,049336433","6,039633751","6,018516541","6,014332771","6,061934471","6,082134247","5,975160599","5,993520737","6,040552139","5,988614082","6,012540817","5,848917007","5,96037674","5,935842514","6,008607864",1831100000,272080000000,363,39,0,"323,31","67,568",O08599;A0A140LHJ4,O08599,Syntaxin-binding protein 1
Nrcam,"0,05363607407","0,3099126975","0,9294316088",,"-0,078820467","0,9845990461",1,,"-0,01272010803","0,06579264319",1,,"-0,1451766491","1,643817077",1,,"-0,07929420471","0,1237754822","-0,0738286972","-0,1643505096","-0,004981994629","-0,1302490234","-0,01387405396","0,006287574768","0,07707500458","0,006972312927","0,09754562378","-0,1903524399","-0,009128570557","-0,02066898346","-0,05006504059","-0,1471557617",6598800,381500000,3,1,0,"15,387","131,27",Q810U4-2,Q810U4-2,Neuronal cell adhesion molecule
Gria3,"0,05362486839","0,8691797113","0,926335277",,"0,0834338665","0,6025263841",1,,"-0,006977319717","0,04442551044",1,,"0,02283167839","0,1886179952",1,,"3,163468361","3,167859077","3,094719887","3,155735016","3,124993324","3,08170414","3,3061409","3,096853256","3,15760994","3,070514679","3,083346367","3,112039566","2,964485168","3,036504745","3,064668655","3,154069901",26030000,4496500000,36,16,0,"99,061","100,45",B0QZW1;F2Z488,B0QZW1;F2Z488,Glutamate receptor
Mapk15,"0,05359077454","0,2012611094","0,9299722992",,"-0,02330780029","0,09022231475",1,,"-0,03301525116","0,1320275191",1,,"-0,109913826","0,4732181772",1,,"-0,8273172379","-0,7051963806","-1,04090786","-0,8407659531","-0,7807130814","-0,9058294296","-0,6589717865","-0,9366121292","-0,7813577652","-0,9740362167","-0,7976903915","-0,8272438049","-0,6358108521","-0,984618187","-1,085590363","-0,731098175",48636000,1410400000,2,1,"0,0011293","2,1892","60,678",Q80Y86,Q80Y86,Mitogen-activated protein kinase 15
Cux1,"0,05351161957","0,2396869705","0,9305645331",,"0,1276350021","0,5674666691",1,,"-0,02480363846","0,08963102623",1,,"0,04931974411","0,2046181566",1,,"-0,6851491928","-0,6103839874","-0,6435651779","-0,6406345367","-0,7228355408","-0,6949520111","-0,3230667114","-0,7396640778","-0,8324298859","-0,709687233","-0,677116394","-0,9373703003","-0,7718248367","-0,6351909637","-0,7078351974","-0,5133829117",6472200,128360000,2,2,0,"6,9641","23,295",H3BL09;H3BJ26;H3BKT0;H3BJN3;E9QKE9;H3BK24;H3BLS0;H3BJQ9;P70403;P53564-2;P53564-3;P53564;H3BKF6,H3BL09;H3BJ26;H3BKT0;H3BJN3;E9QKE9;H3BK24;H3BLS0;H3BJQ9;P70403;P53564-2;P53564-3;P53564;H3BKF6,Protein CASP;Homeobox protein cut-like;Homeobox protein cut-like 1;CDP/Cux p110
Atad3,"0,05348563194","1,174417088","0,9268872621",,"0,05332493782","0,5177703287",1,,"0,02330756187","0,2511276264",1,,"0,02314686775","0,2542079253",1,,"2,020260811","2,032456398","2,051178932","2,073286057","2,077536583","1,939768791","2,085802078","1,980844498","1,893772125","2,000230789","1,943728447","1,948730469","2,032920837","1,980091095","1,985624313","2,048793793",40046000,3646700000,21,17,0,"80,538","66,741",Q925I1;Q925I1-2;H3BKI6;V9GWS5;H3BK90,Q925I1;Q925I1-2,ATPase family AAA domain-containing protein 3
Adcy1,"0,05348348618","0,2089927569","0,9294437132",,"0,06995129585","0,2176045813",1,,"-0,07260584831","0,2583029978",1,,"-0,05613803864","0,1888283179",1,,"-0,9766740799","-1,387266159","-1,00889492","-1,269763947","-1,183842659","-0,9474515915","-1,042933464","-1,177947998","-0,9492664337","-1,18249321","-1,028708458","-1,241792679","-1,471512794","-1,245907784","-1,20149231","-1,167340279",1016000,326540000,8,6,0,"16,941","123,37",O88444,O88444,Adenylate cyclase type 1
Lrrc73,"0,05347561836","0,2145637956","0,9296058293",,"0,04143953323","0,2408855956",1,,"0,01699137688","0,07889083453",1,,"0,004955291748","0,01797598977","0,9954918489",,"-1,455873489","-1,579647064","-1,468708038","-1,680496216","-1,616538048","-1,659022331","-1,399871826","-1,57725811","-1,67209816","-1,490289688","-1,648035049","-1,727157593","-1,608025551","-1,709301949","-1,601469994","-1,360697746",6057900,176560000,3,3,0,"23,43","33,455",B2RWC4;F6U1P7;A0A3B2W7N5,B2RWC4;F6U1P7,
Raly,"0,05343723297","0,684962748","0,9279072464",,"-0,04617333412","0,3684780807",1,,"0,05071926117","0,3724576301",1,,"-0,04889130592","0,8241817277",1,,"-0,1291341782","-0,142663002","-0,06081485748","-0,2335090637","-0,1921453476","-0,278922081","-0,06062507629","-0,2373056412","-0,1602182388","-0,214427948","-0,1168994904","-0,2251310349","-0,09275913239","-0,1970281601","-0,1951150894","-0,1625957489",9536900,447440000,6,5,0,"14,892","31,69",A2AU62;Q64012-2;Q64012;A2AU61;A2AU60,A2AU62;Q64012-2;Q64012;A2AU61,RNA-binding protein Raly
